Date and Time,FI_FX001_FIT001_PV,FI_LX001_LIT001_PV,FI_QX001_QIT001_PV,FI_PX001_PIT001_PV,Stage,Cyclic Backwash Setpoint,Filter Time in Service,Time to Backwash
12/13/2024 10:13,6.83912,5.39403,0.10413,192.76595,FILTERING,1824,1588,236
12/13/2024 10:14,6.59037,5.39688,0.10172,192.85816,FILTERING,1824,1589,235
12/13/2024 10:15,6.9367,5.40536,0.10449,192.95227,FILTERING,1824,1590,234
12/13/2024 10:16,6.3408,5.42514,0.10323,192.73792,FILTERING,1824,1591,233
12/13/2024 10:17,6.32258,5.40932,0.10176,192.60158,FILTERING,1824,1592,232
12/13/2024 10:18,6.92098,5.40728,0.10263,193.58833,FILTERING,1824,1593,231
12/13/2024 10:19,6.59133,5.39652,0.10445,192.92521,FILTERING,1824,1594,230
12/13/2024 10:20,6.24288,5.39852,0.10501,192.91013,FILTERING,1824,1595,229
12/13/2024 10:21,6.17522,5.41693,0.10539,193.42216,FILTERING,1824,1596,228
12/13/2024 10:22,6.13823,5.40247,0.10457,193.58961,FILTERING,1824,1597,227
12/13/2024 10:23,6.8117,5.40683,0.10517,193.48289,FILTERING,1824,1598,226
12/13/2024 10:24,6.36002,5.41109,0.10813,192.95813,FILTERING,1824,1599,225
12/13/2024 10:25,6.24425,5.40309,0.10861,193.20578,FILTERING,1824,1600,224
12/13/2024 10:26,6.64492,5.40248,0.10532,193.30363,FILTERING,1824,1601,223
12/13/2024 10:27,6.34088,5.39284,0.10285,193.82628,FILTERING,1824,1602,222
12/13/2024 10:28,6.19663,5.397,0.10595,193.30854,FILTERING,1824,1603,221
12/13/2024 10:29,6.4458,5.41152,0.10618,193.34935,FILTERING,1824,1604,220
12/13/2024 10:30,6.3247,5.40341,0.10436,192.93377,FILTERING,1824,1605,219
12/13/2024 10:31,6.29683,5.41236,0.10669,192.88908,FILTERING,1824,1606,218
12/13/2024 10:32,6.0943,5.39442,0.10518,193.70014,FILTERING,1824,1607,217
12/13/2024 10:33,5.94094,5.41369,0.10755,193.42592,FILTERING,1824,1608,216
12/13/2024 10:34,5.88962,5.40697,0.10812,193.48488,FILTERING,1824,1609,215
12/13/2024 10:35,6.08406,5.39562,0.10826,193.70144,FILTERING,1824,1610,214
12/13/2024 10:36,6.03681,5.41651,0.10919,193.66384,FILTERING,1824,1611,213
12/13/2024 10:37,6.10376,5.39632,0.10865,193.65359,FILTERING,1824,1612,212
12/13/2024 10:38,5.8942,5.41629,0.10936,193.65683,FILTERING,1824,1613,211
12/13/2024 10:39,6.20726,5.40751,0.11034,193.53672,FILTERING,1824,1614,210
12/13/2024 10:40,5.65821,5.40071,0.10797,193.58696,FILTERING,1824,1615,209
12/13/2024 10:41,5.97914,5.42274,0.10864,193.82817,FILTERING,1824,1616,208
12/13/2024 10:42,5.68593,5.41129,0.10854,193.30099,FILTERING,1824,1617,207
12/13/2024 10:43,5.79159,5.41787,0.10817,193.29652,FILTERING,1824,1618,206
12/13/2024 10:44,5.62857,5.41171,0.10905,193.66526,FILTERING,1824,1619,205
12/13/2024 10:45,5.7118,5.40661,0.11095,193.71454,FILTERING,1824,1620,204
12/13/2024 10:46,5.54398,5.40147,0.11099,193.91611,FILTERING,1824,1621,203
12/13/2024 10:47,5.53071,5.40708,0.10756,193.66096,FILTERING,1824,1622,202
12/13/2024 10:48,5.89658,5.40994,0.11286,193.52304,FILTERING,1824,1623,201
12/13/2024 10:49,5.39902,5.41526,0.11175,193.96557,FILTERING,1824,1624,200
12/13/2024 10:50,5.78011,5.40568,0.111,194.21748,FILTERING,1824,1625,199
12/13/2024 10:51,5.79383,5.41303,0.10876,193.95131,FILTERING,1824,1626,198
12/13/2024 10:52,5.74304,5.42245,0.10922,193.4337,FILTERING,1824,1627,197
12/13/2024 10:53,5.56527,5.41038,0.11342,193.98043,FILTERING,1824,1628,196
12/13/2024 10:54,5.32596,5.39354,0.11283,193.34598,FILTERING,1824,1629,195
12/13/2024 10:55,5.20928,5.4097,0.11317,193.94045,FILTERING,1824,1630,194
12/13/2024 10:56,5.25641,5.40865,0.11142,193.37694,FILTERING,1824,1631,193
12/13/2024 10:57,5.23192,5.4085,0.11371,193.87763,FILTERING,1824,1632,192
12/13/2024 10:58,5.49612,5.39684,0.10983,194.18646,FILTERING,1824,1633,191
12/13/2024 10:59,5.13263,5.41191,0.11016,193.97367,FILTERING,1824,1634,190
12/13/2024 11:00,5.34918,5.40555,0.11364,194.42971,FILTERING,1824,1635,189
12/13/2024 11:01,5.37353,5.40905,0.11086,194.17623,FILTERING,1824,1636,188
12/13/2024 11:02,5.28004,5.41758,0.11228,193.79844,FILTERING,1824,1637,187
12/13/2024 11:03,5.2619,5.4036,0.10978,194.43036,FILTERING,1824,1638,186
12/13/2024 11:04,5.54683,5.40938,0.10826,194.39112,FILTERING,1824,1639,185
12/13/2024 11:05,5.36725,5.40868,0.11108,194.59026,FILTERING,1824,1640,184
12/13/2024 11:06,5.38387,5.40907,0.11211,194.44433,FILTERING,1824,1641,183
12/13/2024 11:07,5.14511,5.40694,0.11136,194.3952,FILTERING,1824,1642,182
12/13/2024 11:08,5.35271,5.40747,0.11374,193.97869,FILTERING,1824,1643,181
12/13/2024 11:09,5.23315,5.42409,0.11437,194.54236,FILTERING,1824,1644,180
12/13/2024 11:10,5.19126,5.40741,0.11382,194.27579,FILTERING,1824,1645,179
12/13/2024 11:11,5.048,5.41306,0.1112,194.58233,FILTERING,1824,1646,178
12/13/2024 11:12,5.15091,5.41183,0.11375,195.0298,FILTERING,1824,1647,177
12/13/2024 11:13,5.50273,5.41167,0.11114,194.74247,FILTERING,1824,1648,176
12/13/2024 11:14,5.17953,5.41503,0.11579,194.48508,FILTERING,1824,1649,175
12/13/2024 11:15,5.37863,5.40623,0.11307,194.44011,FILTERING,1824,1650,174
12/13/2024 11:16,4.63766,5.42261,0.11171,194.31075,FILTERING,1824,1651,173
12/13/2024 11:17,5.00801,5.40413,0.11306,193.75652,FILTERING,1824,1652,172
12/13/2024 11:18,5.13649,5.41028,0.11322,194.4841,FILTERING,1824,1653,171
12/13/2024 11:19,5.02863,5.4022,0.114,194.33216,FILTERING,1824,1654,170
12/13/2024 11:20,5.03357,5.41897,0.11007,194.59836,FILTERING,1824,1655,169
12/13/2024 11:21,4.83234,5.40453,0.11181,194.36179,FILTERING,1824,1656,168
12/13/2024 11:22,5.13216,5.41805,0.11353,194.59721,FILTERING,1824,1657,167
12/13/2024 11:23,4.54981,5.41422,0.11392,194.91831,FILTERING,1824,1658,166
12/13/2024 11:24,4.8204,5.41361,0.11759,194.60444,FILTERING,1824,1659,165
12/13/2024 11:25,4.85579,5.42124,0.11468,194.24386,FILTERING,1824,1660,164
12/13/2024 11:26,4.6973,5.40757,0.11149,194.3321,FILTERING,1824,1661,163
12/13/2024 11:27,4.79865,5.42425,0.1151,194.79951,FILTERING,1824,1662,162
12/13/2024 11:28,4.3816,5.40954,0.11321,194.82853,FILTERING,1824,1663,161
12/13/2024 11:29,4.49705,5.41617,0.11429,194.35074,FILTERING,1824,1664,160
12/13/2024 11:30,4.99246,5.41127,0.11283,194.6126,FILTERING,1824,1665,159
12/13/2024 11:31,4.76947,5.41786,0.11417,194.90093,FILTERING,1824,1666,158
12/13/2024 11:32,4.62771,5.405,0.11351,195.1534,FILTERING,1824,1667,157
12/13/2024 11:33,4.8824,5.41399,0.11258,194.69708,FILTERING,1824,1668,156
12/13/2024 11:34,4.94718,5.41338,0.11096,194.59075,FILTERING,1824,1669,155
12/13/2024 11:35,5.0153,5.41682,0.11081,194.54523,FILTERING,1824,1670,154
12/13/2024 11:36,4.25988,5.41668,0.1099,194.70408,FILTERING,1824,1671,153
12/13/2024 11:37,4.89808,5.40666,0.11105,195.08222,FILTERING,1824,1672,152
12/13/2024 11:38,4.37386,5.4241,0.11266,194.71264,FILTERING,1824,1673,151
12/13/2024 11:39,4.65126,5.41329,0.1117,194.82228,FILTERING,1824,1674,150
12/13/2024 11:40,4.6984,5.4197,0.10949,194.24824,FILTERING,1824,1675,149
12/13/2024 11:41,4.88344,5.40387,0.11193,195.15486,FILTERING,1824,1676,148
12/13/2024 11:42,4.64138,5.41075,0.10853,195.0788,FILTERING,1824,1677,147
12/13/2024 11:43,4.58951,5.4228,0.1106,194.58949,FILTERING,1824,1678,146
12/13/2024 11:44,4.35267,5.42736,0.112,194.64702,FILTERING,1824,1679,145
12/13/2024 11:45,4.16956,5.41777,0.10794,195.03154,FILTERING,1824,1680,144
12/13/2024 11:46,4.32152,5.41378,0.10975,195.56014,FILTERING,1824,1681,143
12/13/2024 11:47,4.76315,5.40609,0.10824,194.16938,FILTERING,1824,1682,142
12/13/2024 11:48,4.47628,5.42107,0.11151,194.51923,FILTERING,1824,1683,141
12/13/2024 11:49,4.79019,5.41725,0.11223,194.55142,FILTERING,1824,1684,140
12/13/2024 11:50,4.30303,5.39608,0.10946,194.97859,FILTERING,1824,1685,139
12/13/2024 11:51,4.59252,5.40115,0.10972,194.76873,FILTERING,1824,1686,138
12/13/2024 11:52,4.45827,5.41792,0.11023,194.50432,FILTERING,1824,1687,137
12/13/2024 11:53,4.67339,5.40857,0.10909,194.22828,FILTERING,1824,1688,136
12/13/2024 11:54,4.35966,5.40702,0.10647,194.9512,FILTERING,1824,1689,135
12/13/2024 11:55,4.36915,5.41461,0.1068,194.58193,FILTERING,1824,1690,134
12/13/2024 11:56,4.62877,5.41829,0.10655,194.2884,FILTERING,1824,1691,133
12/13/2024 11:57,3.95847,5.4271,0.10439,194.42444,FILTERING,1824,1692,132
12/13/2024 11:58,4.33918,5.40922,0.10821,194.49447,FILTERING,1824,1693,131
12/13/2024 11:59,4.02736,5.41935,0.10462,194.52458,FILTERING,1824,1694,130
12/13/2024 12:00,4.34582,5.40776,0.10749,194.29333,FILTERING,1824,1695,129
12/13/2024 12:01,4.26012,5.41212,0.10491,194.28894,FILTERING,1824,1696,128
12/13/2024 12:02,4.45751,5.4177,0.10542,195.30092,FILTERING,1824,1697,127
12/13/2024 12:03,4.42353,5.41512,0.10634,194.6801,FILTERING,1824,1698,126
12/13/2024 12:04,4.26676,5.40548,0.10754,194.4487,FILTERING,1824,1699,125
12/13/2024 12:05,4.1255,5.42062,0.1063,194.67614,FILTERING,1824,1700,124
12/13/2024 12:06,4.32784,5.42255,0.10457,194.60127,FILTERING,1824,1701,123
12/13/2024 12:07,4.56788,5.4356,0.10445,194.27123,FILTERING,1824,1702,122
12/13/2024 12:08,4.10588,5.41861,0.10248,193.95851,FILTERING,1824,1703,121
12/13/2024 12:09,3.99672,5.41834,0.10495,194.3636,FILTERING,1824,1704,120
12/13/2024 12:10,3.92454,5.41948,0.10363,194.45766,FILTERING,1824,1705,119
12/13/2024 12:11,3.98243,5.40625,0.10211,194.46896,FILTERING,1824,1706,118
12/13/2024 12:12,4.28445,5.40691,0.10442,193.94167,FILTERING,1824,1707,117
12/13/2024 12:13,4.00174,5.41672,0.10514,195.22429,FILTERING,1824,1708,116
12/13/2024 12:14,4.20513,5.39912,0.1025,195.19017,FILTERING,1824,1709,115
12/13/2024 12:15,4.37011,5.40856,0.10168,194.59182,FILTERING,1824,1710,114
12/13/2024 12:16,3.85011,5.41373,0.10142,194.455,FILTERING,1824,1711,113
12/13/2024 12:17,4.4716,5.42589,0.10266,194.26687,FILTERING,1824,1712,112
12/13/2024 12:18,4.55851,5.42001,0.10003,194.59883,FILTERING,1824,1713,111
12/13/2024 12:19,4.64509,5.4059,0.10171,194.37915,FILTERING,1824,1714,110
12/13/2024 12:20,4.56651,5.41783,0.10076,194.77895,FILTERING,1824,1715,109
12/13/2024 12:21,4.75414,5.42293,0.1019,194.6666,FILTERING,1824,1716,108
12/13/2024 12:22,4.31788,5.42409,0.1018,194.12637,FILTERING,1824,1717,107
12/13/2024 12:23,4.43371,5.42685,0.09903,194.16451,FILTERING,1824,1718,106
12/13/2024 12:24,4.22328,5.42818,0.1015,194.65114,FILTERING,1824,1719,105
12/13/2024 12:25,4.40746,5.42327,0.10098,194.5582,FILTERING,1824,1720,104
12/13/2024 12:26,4.30414,5.42272,0.09981,194.00557,FILTERING,1824,1721,103
12/13/2024 12:27,3.94617,5.42079,0.09925,194.19232,FILTERING,1824,1722,102
12/13/2024 12:28,3.9804,5.42578,0.09907,194.27339,FILTERING,1824,1723,101
12/13/2024 12:29,4.64591,5.41285,0.09927,194.29891,FILTERING,1824,1724,100
12/13/2024 12:30,4.31836,5.41763,0.09795,194.27898,FILTERING,1824,1725,99
12/13/2024 12:31,4.57498,5.41378,0.09814,194.56118,FILTERING,1824,1726,98
12/13/2024 12:32,4.18151,5.42296,0.09931,194.3263,FILTERING,1824,1727,97
12/13/2024 12:33,4.12068,5.41753,0.09798,194.29825,FILTERING,1824,1728,96
12/13/2024 12:34,4.28668,5.42782,0.1,194.03878,FILTERING,1824,1729,95
12/13/2024 12:35,4.46592,5.42025,0.09833,194.30819,FILTERING,1824,1730,94
12/13/2024 12:36,4.59269,5.42845,0.09767,194.24178,FILTERING,1824,1731,93
12/13/2024 12:37,4.35727,5.40316,0.09874,194.09928,FILTERING,1824,1732,92
12/13/2024 12:38,4.45686,5.41441,0.09751,193.89127,FILTERING,1824,1733,91
12/13/2024 12:39,4.30386,5.42778,0.09682,194.61318,FILTERING,1824,1734,90
12/13/2024 12:40,4.63057,5.42056,0.09737,194.75806,FILTERING,1824,1735,89
12/13/2024 12:41,4.64078,5.42895,0.0947,194.29198,FILTERING,1824,1736,88
12/13/2024 12:42,4.19704,5.42263,0.0947,194.64393,FILTERING,1824,1737,87
12/13/2024 12:43,4.43857,5.41326,0.09618,194.27779,FILTERING,1824,1738,86
12/13/2024 12:44,4.17105,5.4352,0.09568,193.78872,FILTERING,1824,1739,85
12/13/2024 12:45,4.54198,5.41565,0.09837,194.2912,FILTERING,1824,1740,84
12/13/2024 12:46,4.30875,5.41511,0.09921,194.09609,FILTERING,1824,1741,83
12/13/2024 12:47,4.2374,5.42775,0.09774,194.33802,FILTERING,1824,1742,82
12/13/2024 12:48,3.99843,5.41401,0.09435,194.66435,FILTERING,1824,1743,81
12/13/2024 12:49,4.63294,5.41108,0.09503,194.03947,FILTERING,1824,1744,80
12/13/2024 12:50,4.46514,5.41539,0.09762,194.30663,FILTERING,1824,1745,79
12/13/2024 12:51,4.48737,5.42821,0.09681,194.44815,FILTERING,1824,1746,78
12/13/2024 12:52,4.61442,5.43888,0.09425,194.59605,FILTERING,1824,1747,77
12/13/2024 12:53,4.30692,5.42192,0.09573,194.48606,FILTERING,1824,1748,76
12/13/2024 12:54,4.2872,5.4162,0.09539,193.85694,FILTERING,1824,1749,75
12/13/2024 12:55,4.59258,5.43199,0.09919,193.85824,FILTERING,1824,1750,74
12/13/2024 12:56,4.72654,5.41731,0.09806,194.42477,FILTERING,1824,1751,73
12/13/2024 12:57,4.61384,5.41879,0.09658,194.0827,FILTERING,1824,1752,72
12/13/2024 12:58,4.8408,5.42579,0.09738,193.9063,FILTERING,1824,1753,71
12/13/2024 12:59,4.64625,5.43171,0.09728,194.5619,FILTERING,1824,1754,70
12/13/2024 13:00,4.64879,5.42326,0.09722,194.09902,FILTERING,1824,1755,69
12/13/2024 13:01,4.725,5.41997,0.09988,194.70413,FILTERING,1824,1756,68
12/13/2024 13:02,4.52822,5.4415,0.09931,194.08855,FILTERING,1824,1757,67
12/13/2024 13:03,4.34045,5.41768,0.09954,194.00291,FILTERING,1824,1758,66
12/13/2024 13:04,4.60739,5.41868,0.09781,194.21447,FILTERING,1824,1759,65
12/13/2024 13:05,4.76129,5.42017,0.09688,194.46866,FILTERING,1824,1760,64
12/13/2024 13:06,4.46184,5.4278,0.09561,194.33703,FILTERING,1824,1761,63
12/13/2024 13:07,4.36803,5.41978,0.09607,194.82519,FILTERING,1824,1762,62
12/13/2024 13:08,4.51983,5.43017,0.09918,194.31823,FILTERING,1824,1763,61
12/13/2024 13:09,4.94816,5.42333,0.09585,194.22348,FILTERING,1824,1764,60
12/13/2024 13:10,4.79656,5.42131,0.0976,194.73938,FILTERING,1824,1765,59
12/13/2024 13:11,4.68885,5.41949,0.09591,194.47594,FILTERING,1824,1766,58
12/13/2024 13:12,4.53739,5.4239,0.09797,194.18459,FILTERING,1824,1767,57
12/13/2024 13:13,4.80313,5.4278,0.09665,194.39205,FILTERING,1824,1768,56
12/13/2024 13:14,4.80251,5.42406,0.09938,194.39825,FILTERING,1824,1769,55
12/13/2024 13:15,4.8744,5.42632,0.09816,194.284,FILTERING,1824,1770,54
12/13/2024 13:16,5.30189,5.41838,0.09747,194.41369,FILTERING,1824,1771,53
12/13/2024 13:17,4.918,5.41897,0.0974,193.98651,FILTERING,1824,1772,52
12/13/2024 13:18,4.69883,5.42478,0.0992,194.28029,FILTERING,1824,1773,51
12/13/2024 13:19,4.57928,5.42589,0.09924,194.53124,FILTERING,1824,1774,50
12/13/2024 13:20,4.76328,5.42544,0.09851,194.2586,FILTERING,1824,1775,49
12/13/2024 13:21,4.80294,5.42045,0.09905,194.16527,FILTERING,1824,1776,48
12/13/2024 13:22,5.07943,5.42588,0.09897,194.43662,FILTERING,1824,1777,47
12/13/2024 13:23,4.80963,5.42562,0.09663,194.32349,FILTERING,1824,1778,46
12/13/2024 13:24,4.75469,5.42456,0.10004,194.08557,FILTERING,1824,1779,45
12/13/2024 13:25,5.08069,5.42044,0.09796,194.11033,FILTERING,1824,1780,44
12/13/2024 13:26,4.86954,5.42993,0.09917,194.63953,FILTERING,1824,1781,43
12/13/2024 13:27,5.12907,5.4258,0.10119,194.56226,FILTERING,1824,1782,42
12/13/2024 13:28,4.86521,5.42001,0.10057,194.64761,FILTERING,1824,1783,41
12/13/2024 13:29,4.96087,5.42514,0.10344,194.48244,FILTERING,1824,1784,40
12/13/2024 13:30,4.95992,5.42159,0.10017,194.13694,FILTERING,1824,1785,39
12/13/2024 13:31,5.17981,5.4264,0.10098,194.34792,FILTERING,1824,1786,38
12/13/2024 13:32,5.09018,5.43793,0.10207,194.53305,FILTERING,1824,1787,37
12/13/2024 13:33,4.89624,5.4278,0.102,194.78016,FILTERING,1824,1788,36
12/13/2024 13:34,4.90129,5.42835,0.10386,194.14468,FILTERING,1824,1789,35
12/13/2024 13:35,5.12113,5.43826,0.10349,193.99603,FILTERING,1824,1790,34
12/13/2024 13:36,4.92336,5.42915,0.10485,195.14439,FILTERING,1824,1791,33
12/13/2024 13:37,5.1459,5.43058,0.10059,194.90956,FILTERING,1824,1792,32
12/13/2024 13:38,5.30247,5.42838,0.10443,194.48799,FILTERING,1824,1793,31
12/13/2024 13:39,5.03731,5.42427,0.10203,194.70116,FILTERING,1824,1794,30
12/13/2024 13:40,5.46625,5.43106,0.10442,194.66604,FILTERING,1824,1795,29
12/13/2024 13:41,5.59619,5.44121,0.10363,194.90023,FILTERING,1824,1796,28
12/13/2024 13:42,5.55921,5.41715,0.10321,194.6821,FILTERING,1824,1797,27
12/13/2024 13:43,5.49946,5.42418,0.10626,194.51077,FILTERING,1824,1798,26
12/13/2024 13:44,5.47337,5.42114,0.10223,195.0232,FILTERING,1824,1799,25
12/13/2024 13:45,5.46042,5.42216,0.10772,195.44177,FILTERING,1824,1800,24
12/13/2024 13:46,5.50999,5.438,0.1062,195.07741,FILTERING,1824,1801,23
12/13/2024 13:47,5.33869,5.42707,0.10576,194.96197,FILTERING,1824,1802,22
12/13/2024 13:48,5.47846,5.43424,0.10553,194.89608,FILTERING,1824,1803,21
12/13/2024 13:49,5.53709,5.42325,0.10545,194.74456,FILTERING,1824,1804,20
12/13/2024 13:50,5.65958,5.42355,0.10695,194.87964,FILTERING,1824,1805,19
12/13/2024 13:51,5.23745,5.42069,0.10441,195.1402,FILTERING,1824,1806,18
12/13/2024 13:52,5.62185,5.44052,0.10214,195.3991,FILTERING,1824,1807,17
12/13/2024 13:53,5.81632,5.43528,0.10712,195.43277,FILTERING,1824,1808,16
12/13/2024 13:54,5.50778,5.4208,0.10611,195.1344,FILTERING,1824,1809,15
12/13/2024 13:55,5.63083,5.43847,0.1061,195.15919,FILTERING,1824,1810,14
12/13/2024 13:56,5.30452,5.42738,0.10535,195.13846,FILTERING,1824,1811,13
12/13/2024 13:57,5.71507,5.4332,0.10975,195.31349,FILTERING,1824,1812,12
12/13/2024 13:58,5.42869,5.43008,0.11091,195.17573,FILTERING,1824,1813,11
12/13/2024 13:59,5.64045,5.41834,0.10833,195.19948,FILTERING,1824,1814,10
12/13/2024 14:00,5.76609,5.42333,0.1084,194.94059,FILTERING,1824,1815,9
12/13/2024 14:01,5.67928,5.44091,0.10949,194.95165,FILTERING,1824,1816,8
12/13/2024 14:02,5.79267,5.43772,0.10962,195.02737,FILTERING,1824,1817,7
12/13/2024 14:03,5.925,5.42216,0.10851,195.32418,FILTERING,1824,1818,6
12/13/2024 14:04,5.86756,5.43212,0.11132,195.1774,FILTERING,1824,1819,5
12/13/2024 14:05,5.92841,5.42887,0.1114,196.06075,FILTERING,1824,1820,4
12/13/2024 14:06,5.55116,5.43984,0.11102,195.41872,FILTERING,1824,1821,3
12/13/2024 14:07,5.91853,5.4292,0.11277,195.78946,FILTERING,1824,1822,2
12/13/2024 14:08,5.53097,5.42482,0.11145,195.77908,FILTERING,1824,1823,1
12/13/2024 14:09,0.0,1.52973,0.25,185.25317,NON FILTERING,,,0
12/13/2024 14:10,0.0,1.53889,0.16378,-50.81249,NON FILTERING,,,0
12/13/2024 14:11,0.0,1.51976,0.24376,-77.1436,NON FILTERING,,,0
12/13/2024 14:12,0.0,1.57989,0.17029,-83.98727,NON FILTERING,,,0
12/13/2024 14:13,0.0,1.7178,0.17862,-83.85604,NON FILTERING,,,0
12/13/2024 14:14,0.0,1.71171,0.17386,-105.87353,NON FILTERING,,,0
12/13/2024 14:15,0.0,1.67797,0.18038,-69.02601,NON FILTERING,,,0
12/13/2024 14:16,0.0,1.73419,0.189,146.6163,NON FILTERING,,,0
12/13/2024 14:17,0.0,1.7927,0.22684,147.42657,NON FILTERING,,,0
12/13/2024 14:18,0.0,1.78705,0.24497,148.24791,NON FILTERING,,,0
12/13/2024 14:19,0.0,1.77877,0.1656,146.15195,NON FILTERING,,,0
12/13/2024 14:20,0.0,1.79598,0.23567,141.34397,NON FILTERING,,,0
12/13/2024 14:21,0.0,1.62927,0.16487,139.39245,NON FILTERING,,,0
12/13/2024 14:22,0.0,1.79236,0.16205,134.64708,NON FILTERING,,,0
12/13/2024 14:23,0.0,1.70408,0.17142,130.91593,NON FILTERING,,,0
12/13/2024 14:24,0.0,1.78525,0.19581,104.73275,NON FILTERING,,,0
12/13/2024 14:25,0.0,1.74578,0.15751,104.82343,NON FILTERING,,,0
12/13/2024 14:26,0.0,1.76079,0.16164,106.25489,NON FILTERING,,,0
12/13/2024 14:27,0.0,1.72941,0.13656,106.88434,NON FILTERING,,,0
12/13/2024 14:28,0.0,1.76122,0.21375,107.15636,NON FILTERING,,,0
12/13/2024 14:29,0.0,1.46379,0.16507,107.36416,NON FILTERING,,,0
12/13/2024 14:30,0.0,1.55355,0.18615,104.40186,NON FILTERING,,,0
12/13/2024 14:31,0.0,1.37809,0.17796,99.70431,NON FILTERING,,,0
12/13/2024 14:32,0.0,1.51342,0.17365,95.53109,NON FILTERING,,,0
12/13/2024 14:33,0.0,1.42593,0.19165,96.23145,NON FILTERING,,,0
12/13/2024 14:34,0.0,1.36444,0.15166,96.07604,NON FILTERING,,,0
12/13/2024 14:35,0.0,1.37785,0.16849,95.0061,NON FILTERING,,,0
12/13/2024 14:36,0.0,1.24996,0.1891,90.58995,NON FILTERING,,,0
12/13/2024 14:37,0.0,1.42095,0.16326,90.23246,NON FILTERING,,,0
12/13/2024 14:38,0.0,1.24649,0.15964,86.53052,NON FILTERING,,,0
12/13/2024 14:39,0.0,1.24555,0.17567,83.96402,NON FILTERING,,,0
12/13/2024 14:40,0.0,1.21285,0.16152,82.27617,NON FILTERING,,,0
12/13/2024 14:41,0.0,1.27348,0.17926,81.23017,NON FILTERING,,,0
12/13/2024 14:42,0.0,1.11749,0.17456,78.866,NON FILTERING,,,0
12/13/2024 14:43,0.0,1.25816,0.16393,77.94864,NON FILTERING,,,0
12/13/2024 14:44,0.0,1.16826,0.19909,-108.02526,NON FILTERING,,,0
12/13/2024 14:45,0.0,1.17899,0.16264,-105.32667,NON FILTERING,,,0
12/13/2024 14:46,0.0,1.29192,0.16591,-72.80858,NON FILTERING,,,0
12/13/2024 14:47,0.0,1.23251,0.17002,-59.15043,NON FILTERING,,,0
12/13/2024 14:48,0.0,1.32002,0.15985,-73.38528,NON FILTERING,,,0
12/13/2024 14:49,0.0,1.35144,0.17844,-86.75506,NON FILTERING,,,0
12/13/2024 14:50,0.0,1.31658,0.16362,0.0,NON FILTERING,,,0
12/13/2024 14:51,0.0,1.39428,0.1654,11.44586,NON FILTERING,,,0
12/13/2024 14:52,0.0,1.38344,0.14892,20.12328,NON FILTERING,,,0
12/13/2024 14:53,0.0,1.45688,0.15522,26.12355,NON FILTERING,,,0
12/13/2024 14:54,0.0,1.53316,0.16288,31.9543,NON FILTERING,,,0
12/13/2024 14:55,0.0,1.47478,0.16952,36.60374,NON FILTERING,,,0
12/13/2024 14:56,0.0,1.61351,0.17455,36.87664,NON FILTERING,,,0
12/13/2024 14:57,0.0,1.64426,0.14939,40.86947,NON FILTERING,,,0
12/13/2024 14:58,0.0,1.55475,0.15132,42.8013,NON FILTERING,,,0
12/13/2024 14:59,0.0,1.64061,0.14687,41.37797,NON FILTERING,,,0
12/13/2024 15:00,0.0,1.67454,0.16369,40.42416,NON FILTERING,,,0
12/13/2024 15:01,0.0,1.7176,0.17247,38.5412,NON FILTERING,,,0
12/13/2024 15:02,0.0,1.70273,0.15634,39.86477,NON FILTERING,,,0
12/13/2024 15:03,0.0,1.85106,0.15808,39.47967,NON FILTERING,,,0
12/13/2024 15:04,0.0,1.86968,0.20424,35.31585,NON FILTERING,,,0
12/13/2024 15:05,0.0,1.74467,0.15198,34.94253,NON FILTERING,,,0
12/13/2024 15:06,0.0,1.71756,0.14404,34.78321,NON FILTERING,,,0
12/13/2024 15:07,0.0,1.79015,0.16643,-71.33322,NON FILTERING,,,0
12/13/2024 15:08,0.0,1.87127,0.15696,-88.15114,NON FILTERING,,,0
12/13/2024 15:09,0.0,1.9106,0.1945,-74.20546,NON FILTERING,,,0
12/13/2024 15:10,0.0,1.68918,0.18463,-65.37486,NON FILTERING,,,0
12/13/2024 15:11,0.0,1.54915,0.15414,-118.9718,NON FILTERING,,,0
12/13/2024 15:12,0.0,1.57221,0.13663,-104.67093,NON FILTERING,,,0
12/13/2024 15:13,0.0,1.51607,0.15988,0.0,NON FILTERING,,,0
12/13/2024 15:14,0.0,1.63178,0.17183,31.83643,NON FILTERING,,,0
12/13/2024 15:15,0.0,1.5692,0.15716,31.68989,NON FILTERING,,,0
12/13/2024 15:16,0.0,1.53613,0.15648,32.23627,NON FILTERING,,,0
12/13/2024 15:17,0.0,1.55789,0.16547,30.61853,NON FILTERING,,,0
12/13/2024 15:18,0.0,1.55165,0.14123,29.54504,NON FILTERING,,,0
12/13/2024 15:19,0.0,1.4564,0.18837,26.45448,NON FILTERING,,,0
12/13/2024 15:20,0.0,1.41062,0.14973,30.82904,NON FILTERING,,,0
12/13/2024 15:21,0.0,1.22048,0.21572,31.92254,NON FILTERING,,,0
12/13/2024 15:22,0.0,1.256,0.15393,29.88158,NON FILTERING,,,0
12/13/2024 15:23,0.0,1.36053,0.1837,31.33471,NON FILTERING,,,0
12/13/2024 15:24,0.0,1.20172,0.16094,29.50093,NON FILTERING,,,0
12/13/2024 15:25,0.0,1.29923,0.14611,29.3731,NON FILTERING,,,0
12/13/2024 15:26,0.0,1.21755,0.16254,29.20271,NON FILTERING,,,0
